"player","yrs_in_school","school","conf","g","comp","att","pct","yds","yds_per_att","td","int","adj_yds_per_att","rate","rush_att","rush_yds","rush_avg","rush_td","major_conf"
"Reggie Slack",4,"Auburn","SEC",44,346,585,0.591452991,4697,8.029059829,23,23,7.046153846,131.7005128,107,-45,-0.4,5,"1"
"Reilly O'Toole",4,"Illinois","Big Ten",33,239,376,0.635638298,2319,6.167553191,18,17,5.090425532,122.1265957,164,420,2.6,3,"1"
"Rex Grossman",3,"Florida","SEC",35,677,1110,0.60990991,9164,8.255855856,77,36,8.183783784,146.7455856,119,-133,-1.1,6,"1"
"Rhett Bomar",1,"Oklahoma","Big 12",12,167,308,0.542207792,2018,6.551948052,10,10,5.74025974,113.4779221,89,184,2.1,4,"1"
"Rich Campbell",4,"California","Pac-10",45,599,929,0.644779333,7174,7.722282024,35,42,6.441334769,132.735845,205,-375,-1.8,7,"1"
"Rich Dackin",4,"Bowling Green State","MAC",44,591,1073,0.550792171,6862,6.395153774,36,44,5.220876048,111.6689655,173,-335,-1.9,2,"0"
"Richard Brehaut",4,"UCLA","Pac-12",26,201,359,0.559888579,2473,6.888579387,12,9,6.428969359,119.8696379,108,187,1.7,6,"1"
"Richard Johnson",2,"Southern Illinois","MVC",22,149,297,0.501683502,1696,5.71043771,7,13,4.212121212,97.15959596,91,-81,-0.9,6,"0"
"Richard Lagow",2,"Indiana","Big Ten",23,425,733,0.579809004,5298,7.227830832,34,25,6.620736698,127.1803547,78,-238,-3.1,2,"1"
"Richard Pannell",3,"Louisiana","Ind",20,108,246,0.43902439,1331,5.410569106,3,14,3.093495935,81.99349593,133,296,2.2,2,"0"
"Richie Donati",4,"Fresno State","WAC",34,328,584,0.561643836,4467,7.648972603,23,22,6.741438356,125.8780822,70,-129,-1.8,2,"0"
"Rick Casko",4,"Drake","MVC",33,281,575,0.488695652,3935,6.843478261,24,28,5.486956522,110.3895652,317,499,1.6,6,"0"
"Rick Clausen",3,"Tennessee","SEC",19,206,357,0.577030812,2425,6.792717087,14,12,6.06442577,120.9803922,35,-80,-2.3,3,"1"
"Rick Hansen",3,"San Diego State","WAC",35,131,264,0.496212121,1488,5.636363636,10,12,4.348484848,100.3757576,67,-22,-0.3,1,"0"
"Rick Mirer",4,"Notre Dame","Ind",46,377,698,0.540114613,5997,8.591690544,41,23,8.283667622,138.9753582,253,694,2.7,17,"1"
"Rick Neuheisel",2,"UCLA","Pac-10",24,198,289,0.685121107,2480,8.581314879,15,12,7.750865052,149.4186851,78,-188,-2.4,0,"1"
"Rick Stockstill",3,"Florida State","Ind",26,250,447,0.559284116,2834,6.340044743,26,22,5.288590604,118.5360179,124,-218,-1.8,2,"0"
"Rick Strom",4,"Georgia Tech","ACC",27,178,356,0.5,2199,6.176966292,11,16,4.77247191,103.094382,123,178,1.4,2,"1"
"Rick Trefzger",4,"Purdue","Big Ten",44,383,663,0.577677225,5063,7.636500754,24,28,6.460030166,125.4135747,151,-6,0,2,"1"
"Rick Trocano",4,"Pitt","Ind",48,317,615,0.515447154,4219,6.860162602,23,41,4.608130081,108.1782114,327,673,2.1,16,"0"
"Rick Williamson",2,"Navy","Ind",22,130,271,0.479704797,1500,5.535055351,9,12,4.206642066,96.56826568,78,23,0.3,3,"0"
"Rickey Foggie",4,"Minnesota","Big Ten",43,292,628,0.464968153,4903,7.807324841,33,32,6.565286624,119.2280255,510,2038,4,24,"1"
"Ricky Hardin",2,"Utah","WAC",17,195,322,0.605590062,2601,8.077639752,15,23,5.795031056,129.4981366,69,-205,-3,3,"0"
"Ricky Stanzi",4,"Iowa","Big Ten",39,542,907,0.597574421,7377,8.133406836,56,31,7.830209482,141.6171996,160,-4,0,2,"1"
"Ricky Turner",4,"Washington State","Pac-10",33,179,348,0.514367816,2472,7.103448276,9,15,5.681034483,111.0195402,308,1005,3.3,13,"1"
"Riley Ferguson",2,"Memphis","American",26,579,917,0.631406761,7955,8.675027263,70,19,9.269356598,157.0577972,125,-48,-0.4,10,"0"
"Riley Neal",3,"Ball State","MAC",25,537,884,0.607466063,5476,6.194570136,35,21,5.917420814,121.0954751,239,1006,4.2,10,"0"
"Riley Nelson",5,"Brigham Young","Ind",40,401,699,0.573676681,4957,7.091559371,41,28,6.462088698,128.2815451,305,1148,3.8,6,"0"
"Riley Skinner",4,"Wake Forest","ACC",50,903,1349,0.669384729,9762,7.23647146,60,37,6.891771683,136.9168273,287,161,0.6,4,"1"
"R.J. Anderson",4,"Syracuse","Big East",42,358,679,0.52724595,4698,6.918998527,21,23,6.013254786,114.2756996,322,649,2,13,"1"
"Rob Johnson",4,"USC","Pac-10",47,676,1046,0.646271511,8472,8.099426386,58,28,8.003824092,145.6068834,259,-576,-2.2,4,"1"
"Rob Peters",3,"Texas Tech","Big 12",30,207,408,0.507352941,2815,6.899509804,19,17,5.955882353,115.7254902,199,274,1.4,8,"1"
"Robbie Bosco",3,"Brigham Young","WAC",36,638,997,0.639919759,8400,8.425275827,66,36,8.124373119,149.3881645,162,-101,-0.6,4,"0"
"Robby Clark",4,"Virginia Military Institute","Southern",43,178,400,0.445,2508,6.27,10,36,2.72,87.418,374,431,1.2,6,"0"
"Robby Hampton",2,"Arkansas","SEC",17,170,306,0.555555556,1815,5.931372549,15,11,5.294117647,114.3660131,34,-14,-0.4,1,"1"
"Robert Adams",4,"Ball State","MAC",44,136,249,0.546184739,1395,5.602409639,7,14,3.634538153,99.71084337,36,-159,-4.4,0,"0"
"Robert Brewer",3,"Texas","SWC",21,125,258,0.484496124,1819,7.050387597,15,13,5.945736434,116.7813953,81,77,1,8,"0"
"Robert Gordon",4,"Eastern Michigan","MAC",25,181,383,0.472584856,2040,5.326370757,10,20,3.498694517,90.17232376,135,87,0.6,1,"0"
"Robert Griffin",4,"Baylor","Big 12",41,800,1192,0.67114094,10366,8.696308725,78,17,9.363255034,158.904698,528,2254,4.3,33,"1"
"Robert Hall",4,"Texas Tech","SWC",44,548,997,0.549648947,7908,7.931795386,48,30,7.540621866,131.4615848,344,581,1.7,17,"0"
"Robert Hodge",2,"Colorado","Big 12",22,138,261,0.528735632,1616,6.191570881,13,10,5.463601533,113.656705,76,102,1.3,2,"1"
"Robert Marve",4,"Purdue","Big Ten",35,410,674,0.608308605,4172,6.189910979,31,27,5.307121662,119.9922849,150,208,1.4,4,"1"
"Robin Gabriel",2,"New Mexico","WAC",23,198,447,0.44295302,2866,6.41163311,14,20,5.024608501,99.54004474,113,-150,-1.3,6,"0"
"Roch Hontas",4,"Tulane","Ind",41,502,857,0.585764294,5669,6.614935823,39,41,5.372228705,119.5911319,319,-1,0,5,"0"
"Rocky Hinds",1,"UNLV","MWC",12,194,359,0.540389972,2148,5.983286908,8,13,4.799442897,104.4100279,49,-49,-1,1,"0"
"Rocky Perez",4,"UTEP","WAC",43,400,716,0.558659218,5108,7.134078212,33,18,6.924581006,125.973743,209,286,1.4,13,"0"
"Rodney Hudson",1,"UAB","Ind",11,77,194,0.396907216,1176,6.06185567,9,9,4.902061856,96.64123711,106,356,3.4,5,"0"
"Rodney Peete",4,"USC","Pac-10",48,630,1081,0.58279371,8225,7.608695652,54,42,6.859389454,130.906568,290,415,1.4,12,"1"
"Rodney Williams",4,"Clemson","ACC",48,333,717,0.464435146,4647,6.481171548,16,27,5.232914923,100.7179916,307,863,2.8,12,"1"
"Rohan Davey",4,"LSU","SEC",25,286,478,0.59832636,4415,9.236401674,29,15,9.037656904,151.1631799,66,77,1.2,0,"1"
"Romaro Miller",4,"Ole Miss","SEC",36,515,930,0.553763441,6513,7.003225806,45,33,6.374193548,123.0744086,134,87,0.6,2,"1"
"Ron Adams",4,"Eastern Michigan","MAC",36,364,655,0.555725191,4757,7.26259542,26,28,6.132824427,121.1279389,241,502,2.1,6,"0"
"Ron Fillmore",3,"Central Michigan","MAC",30,171,335,0.510447761,2383,7.113432836,18,23,5.098507463,114.7976119,218,762,3.5,4,"0"
"Ron Jiles",4,"Texas Christian","SWC",25,168,333,0.504504505,2028,6.09009009,10,21,3.852852853,98.9045045,157,360,2.3,2,"0"
"Ron Lopez",2,"Utah State","Big West",22,291,574,0.506968641,4182,7.285714286,31,29,6.092334495,119.6146341,83,-376,-4.5,5,"0"
"Ron Powlus",4,"Notre Dame","Ind",44,558,969,0.575851393,7602,7.845201238,52,27,7.664602683,135.6210526,235,-123,-0.5,3,"1"
"Ron Reeves",4,"Texas Tech","SWC",44,352,763,0.461336828,4688,6.144167759,31,43,4.420707733,99.88099607,570,856,1.5,18,"0"
"Ronald Curry",4,"North Carolina","ACC",37,345,695,0.496402878,4987,7.175539568,28,35,5.715107914,113.1378417,348,1249,3.6,13,"1"
"Ronnie Banks",4,"South Florida","CUSA",28,176,354,0.497175141,1960,5.536723164,11,12,4.632768362,99.70056497,53,-115,-2.2,0,"0"
"Ronnie Barber",2,"Cal State Fullerton","PCAA",24,281,511,0.549902153,3544,6.935420744,29,23,6.045009785,122.9737769,159,230,1.4,6,"0"
"Ronnie Bell",2,"Georgia State","Sun Belt",17,191,386,0.494818653,2602,6.740932642,15,11,6.235751295,113.2300518,85,121,1.4,3,"0"
"Ronnie Fouch",2,"Washington","Pac-10",22,113,251,0.450199203,1339,5.334661355,4,13,3.322709163,84.7314741,44,-105,-2.4,1,"1"
"Ronnie Gordon",3,"Vanderbilt","SEC",30,188,434,0.433179724,1975,4.550691244,4,20,2.661290323,75.36866359,309,789,2.6,17,"1"
"Ronnie Mixon",3,"Western Carolina","Southern",33,260,482,0.539419087,3097,6.425311203,11,24,4.641078838,105.4871369,102,-303,-3,1,"0"
"Ross Bowers",3,"California","Pac-12",14,272,461,0.590021692,3039,6.592190889,18,12,6.201735358,122.0555315,61,-140,-2.3,3,"1"
"Ross Jenkins",4,"Louisiana Tech","WAC",35,438,743,0.589502019,5036,6.777927322,36,14,6.899057873,128.1055182,196,244,1.2,7,"0"
"Ross Metheny",4,"South Alabama","Sun Belt",32,405,688,0.588662791,4977,7.234011628,30,20,6.797965116,128.2075581,237,730,3.1,11,"0"
"Ross Metheny",1,"South Alabama","Sun Belt",13,189,345,0.547826087,2148,6.226086957,12,12,5.356521739,111.6034783,99,141,1.4,1,"0"
"Roy Johnson",2,"Arkansas State","Ind",21,221,508,0.43503937,3308,6.511811024,16,29,4.572834646,97.17952756,313,1162,3.7,15,"0"
"Royal Gill",1,"New Mexico State","WAC",10,195,328,0.594512195,1930,5.884146341,11,9,5.320121951,114.4573171,41,-157,-3.8,0,"0"
"Rudy Carpenter",4,"Arizona State","Pac-10",47,799,1309,0.61038961,10491,8.014514897,81,35,8.048892284,143.4334607,271,-295,-1.1,2,"1"
"Russ Shows",4,"Ole Miss","SEC",33,279,560,0.498214286,3778,6.746428571,19,24,5.496428571,109.1164286,193,141,0.7,8,"1"
"Russell Wilson",4,"Wisconsin","Big Ten",50,907,1489,0.609133647,11720,7.871054399,109,30,8.428475487,147.157824,441,1421,3.2,23,"1"
"Rusty Hilger",4,"Oklahoma State","Big 8",46,316,573,0.551483421,3982,6.94938918,24,23,5.980802792,119.3172775,145,-79,-0.5,6,"0"
"Rusty LaRue",4,"Wake Forest","ACC",31,472,786,0.600508906,5016,6.381679389,23,27,5.421119593,116.443257,164,-8,0,1,"1"
"Rusty Lisch",3,"Notre Dame","Ind",26,175,343,0.510204082,2616,7.626822157,12,18,5.965014577,116.135277,127,58,0.5,7,"1"
"Rusty Smith",4,"Florida Atlantic","Sun Belt",45,768,1361,0.564290963,10112,7.429831007,76,36,7.356355621,131.9770757,115,-335,-2.9,5,"0"
"Ryan Aplin",4,"Arkansas State","Sun Belt",47,909,1410,0.644680851,10758,7.629787234,67,37,7.39929078,138.990922,467,1756,3.8,31,"0"
"Ryan Clement",4,"Miami (FL)","Big East",38,443,747,0.593038822,6004,8.037483266,36,29,7.254350736,134.9579652,116,-338,-2.9,5,"1"
"Ryan Colburn",3,"Fresno State","WAC",30,412,663,0.621417798,5334,8.045248869,42,20,7.954751131,144.5936652,162,248,1.5,5,"0"
"Ryan Collins",4,"Miami (FL)","Big East",25,171,300,0.57,2307,7.69,21,18,6.39,132.696,78,240,3.1,6,"1"
"Ryan Cubit",5,"Western Michigan","MAC",41,643,1172,0.548634812,6789,5.792662116,50,53,4.610921502,108.5559727,204,-301,-1.5,2,"0"
"Ryan Cubit",3,"Western Michigan","MAC",22,459,763,0.601572739,4699,6.158584535,36,28,5.4508519,120.1200524,77,-100,-1.3,1,"0"
"Ryan Dinwiddie",4,"Boise State","WAC",42,622,992,0.627016129,9819,9.898185484,82,21,10.59879032,168.8907258,197,105,0.5,18,"0"
"Ryan Eslinger",4,"Colorado State","WAC",36,221,363,0.608815427,2551,7.027548209,15,11,6.490358127,127.4887052,63,4,0.1,4,"0"
"Ryan Fien",1,"Idaho","Big West",11,267,455,0.586813187,3674,8.074725275,27,21,7.184615385,136.8606593,59,-65,-1.1,2,"0"
"Ryan Finley",4,"North Carolina State","ACC",33,612,977,0.626407369,7219,7.388945752,38,19,7.291709314,133.6536336,172,361,2.1,4,"1"
"Ryan Griffin",4,"Tulane","CUSA",42,836,1396,0.598853868,9026,6.465616046,56,35,6.139684814,122.4200573,149,-342,-2.3,1,"0"
"Ryan Hancock",1,"Brigham Young","WAC",9,165,288,0.572916667,2635,9.149305556,17,13,8.298611111,144.5972222,33,-49,-1.5,0,"0"
"Ryan Hart",4,"Rutgers","Big East",38,735,1217,0.603944125,8482,6.969597371,52,52,5.901396878,124.493673,141,-333,-2.4,2,"1"
"Ryan Hawk",4,"Ohio","MAC",34,191,376,0.507978723,2430,6.462765957,14,10,6.010638298,112.0531915,184,89,0.5,3,"0"
"Ryan Hawk",2,"Ohio","MAC",22,186,362,0.513812155,2350,6.491712707,14,9,6.14640884,113.7016575,164,43,0.3,3,"0"
"Ryan Henry",4,"Bowling Green State","MAC",44,433,813,0.532595326,5668,6.971709717,46,34,6.221402214,122.1293973,121,-185,-1.5,4,"0"
"Ryan Higgins",4,"Louisiana Tech","CUSA",34,516,812,0.63546798,6539,8.052955665,48,24,7.905172414,144.7876847,164,340,2.1,7,"0"
"Ryan Huzjak",4,"Toledo","MAC",43,577,1026,0.562378168,6672,6.502923977,52,30,6.200779727,121.7395712,452,1480,3.3,14,"0"
"Ryan Katz",4,"San Diego State","MWC",26,339,570,0.594736842,4085,7.166666667,32,16,7.026315789,132.5859649,164,337,2.1,6,"0"
"Ryan Kealy",4,"Arizona State","Pac-10",34,477,859,0.555296857,6562,7.63911525,46,27,7.295692666,131.0835856,122,-476,-3.9,1,"1"
"Ryan Leaf",3,"Washington State","Pac-10",32,473,880,0.5375,7433,8.446590909,59,24,8.560227273,141.3718182,173,-171,-1,14,"1"
"Ryan Lindley",4,"San Diego State","MWC",49,961,1732,0.554849885,12690,7.326789838,90,47,7.144919169,128.7505774,90,-275,-3.1,2,"0"
"Ryan Mallett",3,"Arkansas","SEC",37,552,955,0.578010471,8385,8.780104712,69,24,9.094240838,150.3706806,135,-141,-1,7,"1"
"Ryan Metz",3,"UTEP","CUSA",26,276,471,0.585987261,2927,6.214437367,23,17,5.566878981,119.695966,96,162,1.7,3,"0"
"Ryan Nassib",4,"Syracuse","Big East",47,791,1312,0.602896341,9190,7.004573171,70,28,7.111280488,132.4664634,242,168,0.7,5,"1"
"Ryan Radcliff",4,"Central Michigan","MAC",44,791,1347,0.587230883,9922,7.365998515,65,44,6.861172977,129.9887157,131,-152,-1.2,2,"0"
"Ryan Schneider",4,"UCF","MAC",39,840,1354,0.620384047,10976,8.106351551,82,51,7.622599705,142.5837518,118,-273,-2.3,7,"0"
"Ryan Williams",1,"Memphis","CUSA",12,165,290,0.568965517,2075,7.155172414,13,10,6.5,124.8965517,48,-174,-3.6,0,"0"
"Ryan Williams",4,"Miami (FL)","ACC",22,202,343,0.588921283,2581,7.524781341,17,11,7.072886297,132.0419825,52,-196,-3.8,0,"1"
"Sage Rosenfels",4,"Iowa State","Big 12",30,306,587,0.521294719,4164,7.093696763,18,26,5.713798978,112.9771721,164,660,4,14,"1"
"Sam B. Richardson",4,"Iowa State","Big 12",34,549,964,0.569502075,6050,6.27593361,45,25,6.04253112,119.8858921,314,1022,3.3,7,"1"
"Sam Bradford",3,"Oklahoma","Big 12",31,604,893,0.676371781,8403,9.409854423,88,16,10.57446809,175.6161254,77,36,0.5,5,"1"
"Sam Darnold",3,"USC","Pac-12",27,549,846,0.64893617,7229,8.544917258,57,22,8.722222222,153.7040189,137,332,2.4,7,"1"
"Sam Hollenbach",3,"Maryland","ACC",27,417,679,0.614138439,5139,7.568483063,28,26,6.670103093,130.939028,131,-25,-0.2,4,"1"
"Sam Hunt",3,"UAB","CUSA",25,203,414,0.490338164,2560,6.183574879,12,19,4.698067633,101.3623188,138,447,3.2,3,"0"
"Sam Keller",4,"Nebraska","Big 12",29,425,703,0.60455192,5440,7.73826458,40,21,7.53200569,138.2588905,62,-255,-4.1,1,"1"
"Sam King",2,"UNLV","Ind",24,358,621,0.576489533,5372,8.650563607,30,29,7.515297907,136.915942,128,-152,-1.2,8,"0"
"Sam Ricketts",4,"Miami (OH)","MAC",43,484,885,0.546892655,5870,6.632768362,44,23,6.457627119,121.6135593,194,461,2.4,3,"0"
"Sam Vink",2,"Ohio","MAC",22,121,263,0.460076046,1430,5.437262357,7,14,3.574144487,89.81749049,63,-113,-1.8,0,"0"
"Sammy Garza",4,"UTEP","WAC",46,483,817,0.591187271,6130,7.503059976,35,47,5.771113831,124.7760098,261,-74,-0.3,12,"0"
"Sammy Shon",4,"Ohio","MAC",44,452,805,0.561490683,5412,6.722981366,24,46,4.747826087,111.0320497,446,850,1.9,17,"0"
"Samoa Samoa",2,"Washington State","Pac-10",22,113,217,0.520737327,1773,8.170506912,9,11,6.718894009,124.2543779,145,440,3,11,"1"
"Sandy Schwab",4,"Northwestern","Big Ten",32,533,975,0.546666667,5679,5.824615385,23,49,4.034871795,101.3267692,214,-278,-1.3,5,"1"
"Scooter Molander",2,"Colorado State","WAC",23,412,754,0.546419098,5400,7.161803714,25,40,5.437665782,115.132626,107,-575,-5.4,0,"0"
"Scott Campbell",4,"Purdue","Big Ten",45,609,1060,0.574528302,7636,7.203773585,45,41,6.312264151,124.2381132,245,-110,-0.4,6,"1"
"Scott Covington",4,"Miami (FL)","Big East",35,281,497,0.565392354,3862,7.770623742,26,15,7.458752515,133.039839,80,-245,-3.1,2,"1"
"Scott Davis",4,"Eastern Michigan","MAC",34,277,575,0.48173913,3398,5.909565217,13,37,3.466086957,92.40556522,125,61,0.5,1,"0"
"Scott Dreisbach",4,"Michigan","Big Ten",26,208,380,0.547368421,2920,7.684210526,15,12,7.052631579,125.9947368,81,51,0.6,2,"1"
"Scott Eckers",3,"Minnesota","Big Ten",25,147,262,0.561068702,1884,7.190839695,15,17,5.416030534,122.4259542,34,-40,-1.2,1,"1"
"Scott Erney",4,"Rutgers","Ind",42,614,1128,0.544326241,7188,6.372340426,41,49,5.144503546,111.2670213,182,120,0.7,6,"0"
"Scott Frost",4,"Nebraska","Big 12",46,227,445,0.51011236,3147,7.071910112,20,12,6.757303371,119.8534831,355,1789,5,30,"1"
"Scott Hall",5,"North Texas","Sun Belt",48,413,763,0.541284404,5823,7.631716907,50,26,7.408912189,133.0448231,309,463,1.5,7,"0"
"Scott Logan",2,"Texas-Arlington","Southland",22,130,301,0.431893688,2192,7.282392027,11,16,5.621262458,105.7900332,210,786,3.7,10,"0"
"Scott McBrien",3,"Maryland","ACC",35,377,697,0.540889527,5924,8.49928264,37,19,8.334289813,137.548924,193,507,2.6,13,"1"
"Scott McBrien",2,"Maryland","ACC",27,335,598,0.560200669,5169,8.643812709,34,16,8.576923077,142.0394649,170,543,3.2,13,"1"
"Scott Milanovich",4,"Maryland","ACC",40,650,982,0.66191446,7301,7.434826884,49,35,6.82892057,137.9820774,168,-190,-1.1,4,"1"
"Scott Mitchell",3,"Utah","WAC",35,669,1165,0.574248927,8981,7.709012876,69,38,7.425751073,135.2020601,141,-145,-1,3,"0"
"Scott Mohr",1,"Illinois","Big Ten",11,106,212,0.5,1436,6.773584906,7,7,5.948113208,111.190566,30,-138,-4.6,0,"1"
"Scott Mullen",4,"Iowa","Big Ten",24,229,428,0.535046729,2625,6.13317757,11,16,4.964953271,106.0280374,107,84,0.8,6,"1"
"Scott Mutryn",4,"Boston College","Big East",27,261,474,0.550632911,3119,6.580168776,17,25,4.924050633,111.6236287,108,142,1.3,5,"1"
"Scott Richardson",3,"Oregon State","Pac-10",34,200,422,0.473933649,2231,5.286729858,6,34,1.94549763,80.38009479,151,-112,-0.7,1,"1"
"Scott Rislov",2,"San Jose State","WAC",24,536,886,0.60496614,6267,7.073363431,40,19,7.011286682,130.5223476,125,-18,-0.1,0,"0"
"Scott Runyan",4,"Wyoming","WAC",48,319,675,0.472592593,4817,7.136296296,36,32,6.06962963,115.3226667,323,673,2.1,9,"0"
"Scott Schaffner",5,"Minnesota","Big Ten",55,278,515,0.539805825,3472,6.741747573,21,22,5.634951456,115.5238835,222,174,0.8,6,"1"
"Scott Secules",3,"Virginia","ACC",31,260,464,0.560344828,3388,7.301724138,18,16,6.525862069,123.2741379,89,101,1.1,7,"1"
"Scott Sims",3,"UNLV","Big West",27,89,234,0.38034188,1099,4.696581197,7,17,2.025641026,72.82735043,57,24,0.4,1,"0"
"Scott Stankavage",4,"North Carolina","ACC",44,272,497,0.547283702,3363,6.766599598,30,20,6.162977867,123.4390342,101,18,0.2,4,"1"
"Scott Tolzien",3,"Wisconsin","Big Ten",29,410,602,0.681063123,5271,8.755813953,32,18,8.473421927,153.2166113,88,-9,-0.1,3,"1"
"Scott Weaver",4,"Illinois","Big Ten",45,306,555,0.551351351,3212,5.787387387,15,29,3.976576577,102.2176577,98,-368,-3.8,1,"1"
"Scott Zolak",3,"Maryland","ACC",23,270,509,0.530451866,3124,6.137524558,12,23,4.575638507,103.3430255,79,-249,-3.2,1,"1"
"Sean Canfield",4,"Oregon State","Pac-10",38,552,861,0.641114983,5970,6.933797909,38,26,6.457607433,130.8803717,93,-313,-3.4,3,"1"
"Sean Covey",3,"Brigham Young","WAC",36,320,557,0.574506284,4467,8.019748654,22,19,7.274685817,131.0283662,109,-144,-1.3,6,"0"
"Sean Fitzgerald",1,"Pitt","Big East",9,79,172,0.459302326,948,5.511627907,4,6,4.406976744,92.9255814,26,-139,-5.3,0,"1"
"Sean Glennon",4,"Virginia Tech","ACC",39,386,656,0.588414634,4867,7.419207317,28,21,6.832317073,128.8457317,170,-172,-1,3,"1"
"Sean Mannion",4,"Oregon State","Pac-12",47,1187,1838,0.645810664,13600,7.399347116,83,54,6.980413493,135.7616975,132,-804,-6.1,2,"1"
"Sean Renfree",4,"Duke","ACC",42,898,1389,0.646508279,9465,6.81425486,51,40,6.252699784,128.2476602,153,-167,-1.1,9,"1"
"Sean Salisbury",5,"USC","Pac-10",58,346,602,0.574750831,4481,7.443521595,25,19,6.853820598,127.392691,111,-354,-3.2,4,"1"
"Sean Schroeder",2,"Hawaii","MWC",23,408,720,0.566666667,4838,6.719444444,39,26,6.177777778,123.7627778,107,-220,-2.1,3,"0"
"Sean Stein",1,"New Mexico","MWC",9,141,272,0.518382353,1584,5.823529412,11,9,5.143382353,107.4838235,68,0,0,2,"0"
"Sean Stilley",4,"Texas Christian","CUSA",22,168,290,0.579310345,1934,6.668965517,9,17,4.651724138,112.4675862,104,153,1.5,2,"0"
"Sean White",3,"Auburn","SEC",18,216,351,0.615384615,2845,8.105413105,10,7,7.777777778,135.037037,85,198,2.3,2,"1"
"Sefo Liufau",4,"Colorado","Pac-12",43,887,1412,0.628186969,9746,6.902266289,60,35,6.636685552,129.8628895,382,933,2.4,13,"1"
"Seneca Wallace",2,"Iowa State","Big 12",25,411,712,0.577247191,5289,7.428370787,26,27,6.452247191,124.5893258,237,912,3.8,15,"1"
"Sergio Toscano",4,"Fresno State","PCAA",43,241,495,0.486868687,3206,6.476767677,21,24,5.143434343,107.3947475,132,-52,-0.4,2,"0"
"Seth Adams",2,"Ole Miss","SEC",17,180,328,0.548780488,2156,6.573170732,12,16,5.109756098,112.4097561,56,-46,-0.8,1,"1"
"Seth Doege",4,"Texas Tech","Big 12",31,819,1187,0.689974726,8636,7.275484414,69,26,7.452401011,144.9135636,113,54,0.5,6,"1"
"Shane Boyd",4,"Kentucky","SEC",36,248,479,0.517745303,2484,5.185803758,13,17,4.131524008,97.19331942,191,845,4.4,13,"1"
"Shane Buechele",2,"Texas","Big 12",21,373,604,0.617549669,4363,7.223509934,28,15,7.033112583,132.7635762,158,260,1.6,4,"1"
"Shane Carden",3,"East Carolina","American",39,1052,1579,0.666244459,11991,7.594046865,86,30,7.828372388,144.5879671,271,253,0.9,24,"0"
"Shane Jackson",3,"Eastern Michigan","MAC",19,130,284,0.457746479,1655,5.827464789,7,20,3.151408451,88.77464789,45,-48,-1.1,1,"0"
"Shane Lamb",1,"Illinois","Big Ten",11,115,227,0.50660793,1414,6.22907489,7,13,4.268722467,101.707489,41,32,0.8,1,"1"
"Shane Matthews",3,"Florida","SEC",34,722,1202,0.600665557,9287,7.726289517,74,46,7.235440932,137.6296173,195,-46,-0.2,7,"1"
"Shane Montgomery",3,"North Carolina State","ACC",28,421,747,0.563587684,5298,7.092369478,31,35,5.813922356,120.2586345,86,-143,-1.7,1,"1"
"Shane Morris",5,"Central Michigan","MAC",24,296,538,0.550185874,3671,6.823420074,27,22,5.986988848,120.7182156,106,180,1.7,3,"0"
"Shane Steichen",4,"UNLV","MWC",23,244,465,0.524731183,2755,5.924731183,22,20,4.935483871,109.2516129,127,399,3.1,5,"0"
"Shaun Hill",2,"Maryland","ACC",17,270,455,0.593406593,3158,6.940659341,19,13,6.49010989,125.7081319,160,401,2.5,8,"1"
"Shaun King",4,"Tulane","CUSA",42,669,1201,0.557035803,8695,7.239800167,72,34,7.164862614,130.6394671,369,1158,3.1,20,"0"
"Shaun Rutherford",1,"Texas State","WAC",12,193,299,0.64548495,2137,7.147157191,15,5,7.397993311,137.7953177,168,597,3.6,5,"0"
"Shawn Bell",4,"Baylor","Big 12",36,559,914,0.611597374,5666,6.199124726,38,17,6.193654267,123.2323851,101,-212,-2.1,1,"1"
"Shawn Gray",4,"UTEP","WAC",41,254,564,0.45035461,3603,6.388297872,14,26,4.810283688,97.66879433,336,1219,3.6,8,"0"
"Shawn Halloran",4,"Boston College","Ind",46,416,723,0.57538036,5252,7.26417704,30,31,6.164591978,123.6746888,118,-187,-1.6,0,"0"
"Shawn Jones",4,"Georgia Tech","ACC",45,652,1217,0.535743632,8441,6.93590797,51,50,5.925225965,117.4481512,392,855,2.2,19,"1"
"Shawn Moore",4,"Virginia","ACC",38,421,762,0.552493438,6629,8.699475066,55,32,8.25328084,143.7448819,415,1268,3.1,28,"1"
"Shea Morenz",3,"Texas","SWC",21,312,579,0.538860104,3774,6.518134715,25,24,5.516407599,114.5968912,99,-37,-0.4,1,"0"
"Skyler Howard",3,"West Virginia","Big 12",30,524,917,0.571428571,7302,7.962922574,60,24,8.093784079,140.3890949,322,1105,3.4,16,"1"
"Sonny Cumbie",3,"Texas Tech","Big 12",20,461,704,0.654829545,5116,7.267045455,33,19,6.990056818,136.5971591,58,-166,-2.9,2,"1"
"Spence Fischer",4,"Duke","ACC",42,786,1369,0.574141709,9021,6.589481373,48,46,5.778670562,117.6160701,243,89,0.4,7,"1"
"Spencer Keith",4,"Kent State","MAC",48,732,1316,0.556231003,8062,6.126139818,45,40,5.44224924,112.2878419,232,347,1.5,12,"0"
"Stan Gelbaugh",4,"Maryland","ACC",24,251,454,0.552863436,3659,8.059471366,20,18,7.156387665,129.5938326,50,-90,-1.8,2,"1"
